family,configuration,model,balancing,f1_negative_mean,f1_negative_std,f1_positive_mean,f1_positive_std,f1_neutral_mean,f1_neutral_std,precision_mean,precision_std,f1_mean,f1_std,f1_macro_mean,f1_macro_std,recall_mean,recall_std,accuracy_mean,accuracy_std,precision_negative_mean,precision_negative_std,precision_neutral_mean,precision_neutral_std,precision_positive_mean,precision_positive_std,recall_negative_mean,recall_negative_std,recall_neutral_mean,recall_neutral_std,recall_positive_mean,recall_positive_std
Frozen IndoBERTweet,IndoBERTweet + No_Balancing,Logistic Regression,No_Balancing,0.8811964375735171,0.0,0.2939068100358423,0.0,0.3088803088803089,0.0,0.7633226784616044,1.1102230246251565e-16,0.7550074909467851,0.0,0.49466118549655613,0.0,0.7953408603687294,0.0,0.7953408603687294,0.0,0.8140329090344615,1.1102230246251565e-16,0.5645161290322581,0.0,0.6949152542372882,0.0,0.9604395604395605,0.0,0.21260440394836752,2.7755575615628914e-17,0.18636363636363637,0.0
Frozen IndoBERTweet,IndoBERTweet + Class_Weighted,Logistic Regression,Class_Weighted,0.6846768019249699,0.0,0.12155388471177946,1.3877787807814457e-17,0.3938556067588326,0.0,0.7276397770767898,1.1102230246251565e-16,0.6122316746103059,0.0,0.4000287644651939,0.0,0.5528083464341861,0.0,0.5528083464341861,0.0,0.8498506652185718,0.0,0.33075335397316824,0.0,0.07049418604651163,0.0,0.5732600732600732,0.0,0.486712224753227,0.0,0.4409090909090909,0.0
Frozen IndoBERTweet,IndoBERTweet + ROS,Logistic Regression,ROS,0.6851015583725343,0.0026285677831403296,0.12148647647136358,0.0013272515988791336,0.38981913081616204,0.004633723084330747,0.7271877062487558,0.0010835838274176393,0.6118012475093072,0.002335880743032068,0.3988023885533533,0.00223644210970854,0.5519984755371349,0.0028111321026976976,0.5519984755371349,0.0028111321026977497,0.8498283241162604,0.0010491895536442683,0.3284644244027907,0.0033276854923136247,0.07037310913312379,0.0008596945849920381,0.5738705738705738,0.0032223792968001466,0.47937231080739057,0.007158762654381653,0.4439393939393939,0.0021427478217774043
Frozen IndoBERTweet,IndoBERTweet + SMOTE,Logistic Regression,SMOTE,0.6745084653392874,0.0007424103697255192,0.11983042606678339,0.0009594172448259825,0.3793597349211195,0.004283520270461863,0.7193768459371769,0.001061338442336526,0.601514318333331,0.00136583611117094,0.39123287544239677,0.0015353128854089253,0.5425182220951836,0.001525950872092532,0.5425182220951836,0.001525950872092532,0.8436939671837997,0.0008654348232010103,0.3124855313927883,0.003978753130267513,0.06985129706626696,0.0005933312097726002,0.5618437118437118,0.0010503449654508663,0.48266261705897245,0.004815565069714101,0.4212121212121212,0.002142747821777431
Frozen IndoBERTweet,IndoBERTweet + SMOTETomek,Logistic Regression,SMOTETomek,0.6738985307460696,0.001637377250707893,0.11934509768497005,0.000496874929483782,0.37973001771956866,0.004426858514135331,0.7190971552153845,0.0014689017981924966,0.6010928015865235,0.00209566009104424,0.39099121538353615,0.0018878183914289098,0.542089466914392,0.0023250791943046655,0.542089466914392,0.0023250791943046655,0.843302706123311,0.0011754642932050195,0.3126698018025546,0.004082833378529655,0.0695631392491002,0.0002912041452097673,0.5611721611721612,0.0020118750980810773,0.4834219185016451,0.005011133858067142,0.4196969696969697,0.002142747821777431
Frozen IndoBERTweet,IndoBERTweet + RUS,Logistic Regression,RUS,0.572435922369987,0.009302376105288227,0.09950287816033215,0.00298923707529183,0.3395624198993555,0.006201870385380348,0.705001610309883,0.00420396220091944,0.5137336681924901,0.008284601773809972,0.33716707347655817,0.005570047493180456,0.44052212853127526,0.007411880110344915,0.44052212853127526,0.007411880110344915,0.8357363156626029,0.003684638306061887,0.271523117689615,0.008761784308075324,0.05536380828735072,0.0016231742834163102,0.43534798534798536,0.009877665937936521,0.45355606175651736,0.00559117237012769,0.4909090909090909,0.019284730395996742
Frozen IndoBERTweet,IndoBERTweet + SMOTEENN,Logistic Regression,SMOTEENN,0.1671765712623935,0.004439491953403375,0.09506586095489257,0.000354757988562218,0.32553507669847526,0.002562439341872071,0.6914659969977853,0.0025460126970918975,0.19471605895592922,0.0037211424449960554,0.19592583630525376,0.002133499038963072,0.2207136391786956,0.0026464569410378147,0.2207136391786956,0.0026464569410378147,0.8330084738728788,0.0028806860383707254,0.2113433135227983,0.0015967802689520424,0.0528280442639115,0.00022086903283583025,0.09291819291819292,0.0027138108389368597,0.7081751455327764,0.006629106987450667,0.4742424242424242,0.002142747821777431
